,sh,kingdom,phylum,class,order,family,genus,assignedLevel
9426,SH0913941.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,,family
9432,SH1447010.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Podospora,genus
9435,SH1043427.09FU,k__Fungi,p__Ascomycota,,,,,phylum
9444,SH0880123.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,genus
9447,SH1317032.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,,family
9454,SH0909841.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
9463,SH1662039.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lindgomycetaceae,g__Hongkongmyces,genus
9470,SH0933854.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
9472,SH0997456.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Rhytismatales,f__Rhytismataceae,g__Lophodermium,genus
9479,SH1341606.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,genus
9483,SH0951799.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,order
9488,SH1124789.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Steccherinum,genus
9500,SH0881853.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomidium,genus
9502,SH0997372.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Rhytismatales,f__Rhytismataceae,g__Hypoderma,genus
9503,SH0921867.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,genus
9507,SH0989470.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,genus
9509,SH1287361.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
9511,SH1276173.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
9521,SH1257672.09FU,k__Fungi,p__Ascomycota,,,,,phylum
9524,SH0905097.09FU,k__Fungi,p__Ascomycota,,,,,phylum
9527,SH0921743.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,,,,class
9532,SH0941569.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,,,,class
9534,SH0910569.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
9536,SH1161930.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Pochonia,genus
9537,SH1970426.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Mollisiaceae,g__Barrenia,genus
9538,SH1312802.09FU,k__Fungi,p__Basidiomycota,c__Dacrymycetes,o__Dacrymycetales,f__Dacrymycetaceae,g__Guepiniopsis,genus
9541,SH0957183.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
9545,SH1049053.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,,,,class
9547,SH1078613.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
9553,SH1311159.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
9558,SH1126657.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Lecanoraceae,g__Lecanora,genus
9563,SH0933827.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,,family
9565,SH1025924.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
9571,SH0902885.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,genus
9574,SH0908009.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
9575,SH1162528.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Anamika,genus
9581,SH0970861.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
9582,SH1081408.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiotremataceae,g__Atrocalyx,genus
9583,SH1046918.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,order
9611,SH0970954.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Panaceae,g__Panus,genus
9640,SH0944881.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__GS33,,,order
9675,SH1145639.09FU,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,,,order
9682,SH1289812.09FU,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,f__Blastocladiaceae,g__Allomyces,genus
9726,SH0962024.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,,family
9731,SH0982746.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
9764,SH0954205.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Sarcogyne,genus
9783,SH0915149.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tricladiaceae,g__Spirosphaera,genus
9785,SH0919474.09FU,k__Fungi,p__Blastocladiomycota,c__Blastocladiomycetes,o__Blastocladiales,,,order
9794,SH1193627.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Sistotrema,genus
9824,SH0905492.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Cyathicula,genus
9826,SH0944353.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
9835,SH0910247.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
9842,SH0975918.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,genus
9873,SH1002210.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,genus
9877,SH0887143.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
9884,SH1025537.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,,,order
9886,SH2112303.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Sydowiellaceae,g__Sydowiella,genus
9888,SH1017803.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
9892,SH1177280.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
9898,SH2143127.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Dichotomopilus,genus
9901,SH1000089.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
9910,SH0951720.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
9914,SH0959168.09FU,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pulvinulaceae,,family
9915,SH1084544.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,,,,class
9920,SH1003454.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Arnium,genus
9922,SH0951657.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__GS28,,,order
9931,SH1000052.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
9932,SH0977717.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
9934,SH1142729.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
9937,SH2145900.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Parachaetomium,genus
9944,SH0965796.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
9947,SH1025902.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,,,order
9949,SH1233323.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,genus
9950,SH1309979.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,genus
9954,SH1287062.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,genus
9961,SH1260672.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Laetisaria,genus
9982,SH1114025.09FU,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS10,,,order
9995,SH1299002.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,,,order
9998,SH0936199.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
10001,SH1271270.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,,,order
10005,SH0880184.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,genus
10008,SH1163901.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,genus
10015,SH1260559.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
10019,SH1031288.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
10028,SH0982885.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
10031,SH1101437.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS22,,,order
10062,SH1250842.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,genus
10067,SH0910937.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
10078,SH1250462.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
10083,SH0934525.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Mollisiaceae,g__Mollisia,genus
10090,SH1177408.09FU,k__Fungi,p__Ascomycota,,,,,phylum
10125,SH1067586.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,genus
10160,SH1063558.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
10177,SH1146994.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Tulasnellaceae,,family
10179,SH0975901.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,,,,class
10182,SH1067129.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Omphalotaceae,g__Gymnopanella,genus
10198,SH1271539.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
10201,SH1252091.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,,family
10212,SH1087359.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
10236,SH1106485.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Fulvifomes,genus
10247,SH1078641.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
10278,SH1067072.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__GS33,,,order
10295,SH1146990.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Tulasnellaceae,,family
10297,SH1110144.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
10320,SH1075666.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
10326,SH0930875.09FU,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,,,order
10341,SH1146323.09FU,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Pucciniales_fam_Incertae_sedis,g__Aecidium,genus
10348,SH1265567.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
10388,SH1260584.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,,family
10390,SH1260605.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
10393,SH0890836.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
10427,SH1210559.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Tulostoma,genus
10435,SH0910096.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
10441,SH1117268.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
10446,SH1304022.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,genus
10447,SH1095048.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Castanediellaceae,g__Castanediella,genus
10544,SH1159383.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,,,order
10545,SH1031098.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Phyllachorales,,,order
10553,SH1054116.09FU,k__Fungi,p__Zoopagomycota,c__Zoopagomycetes,o__Zoopagales,,,order
10563,SH1292977.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Ophiostomatales,f__Ophiostomataceae,,family
10581,SH1017812.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
10582,SH0998565.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Phaeotremellaceae,g__Phaeotremella,genus
10585,SH1188796.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Vibrisseaceae,,family
10586,SH0911150.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
10609,SH0911473.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
10623,SH1195634.09FU,k__Fungi,p__Rozellomycota,,,,,phylum
10626,SH1257715.09FU,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,,,order
10635,SH2056665.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
10730,SH0905064.09FU,k__Fungi,p__Ascomycota,,,,,phylum
10756,SH0951060.09FU,k__Fungi,p__Ascomycota,,,,,phylum
10766,SH1240587.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Saccotheciaceae,g__Aureobasidium,genus
10775,SH0980206.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Tulasnellaceae,g__Tulasnella,genus
10812,SH0901054.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,,,order
10813,SH1326902.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,,,,class
10831,SH1230589.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricaceae,g__Leucoagaricus,genus
10834,SH1297574.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS21,,,order
10835,SH0881408.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Amphisphaeriales,f__Pestalotiopsidaceae,g__Neopestalotiopsis,genus
10842,SH1243404.09FU,k__Fungi,p__Chytridiomycota,,,,,phylum
10901,SH0998500.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Pleuroascaceae,g__Pleuroascus,genus
10913,SH1003072.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
10943,SH0906866.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,,family
10952,SH1069067.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariales_fam_Incertae_sedis,g__Staphylotrichum,genus
10964,SH1205915.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Thelebolus,genus
10995,SH1268751.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,order
11019,SH0911472.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
11028,SH1178713.09FU,k__Fungi,p__Rozellomycota,c__Microsporidea,o__Microsporidea_ord_Incertae_sedis,f__Caudosporidae,g__Caudospora,genus
11051,SH0988223.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Westerdykella,genus
11052,SH1222954.09FU,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,,,order
11055,SH0885317.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,,family
11059,SH0957673.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,,family
11062,SH1271536.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
11068,SH1240984.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Mollisiaceae,g__Phialocephala,genus
11091,SH1100020.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,,,order
11097,SH0915662.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Trapeliales,f__Trapeliaceae,g__Placopsis,genus
11101,SH1253642.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
11122,SH0910157.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
11125,SH1223889.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hymenogastraceae,g__Gymnopilus,genus
11131,SH1248662.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
11147,SH1259583.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Dermoloma,genus
11155,SH0886587.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inosperma,genus
11183,SH0956470.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Gymnostellatospora,genus
11195,SH1176293.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Cuphophyllus,genus
11197,SH1237319.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,,family
11213,SH1248670.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
11214,SH0940632.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
11223,SH1086669.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Tricholoma,genus
11225,SH1013299.09FU,k__Fungi,p__Basidiomycota,,,,,phylum
11232,SH1203185.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
11238,SH1100452.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Dissophora,genus
11243,SH1113787.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Ramariopsis,genus
11256,SH0937638.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Efibulobasidium,genus
11276,SH1248664.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
11279,SH0994811.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,,family
11281,SH1105847.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Omphalina,genus
11300,SH1213187.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Parasola,genus
11304,SH1303375.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
11310,SH0979133.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
11313,SH1152229.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
11317,SH0979607.09FU,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,genus
11321,SH1278395.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Gomphales,f__Gomphaceae,g__Ramaria,genus
11343,SH1136654.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Panaeolus,genus
11344,SH1306470.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
11350,SH0904045.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Clitocybe,genus
11366,SH1212427.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Resinoporia,genus
11367,SH1113741.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Ramariopsis,genus
11378,SH1031015.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Kamienskia,genus
11380,SH1010091.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,,family
11385,SH1192001.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,,,,class
11394,SH1199420.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,,family
11397,SH0941764.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
11400,SH1084872.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Hygrophorus,genus
11402,SH1248672.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
11407,SH0931975.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Striatibotrys,genus
11410,SH1089743.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Rhinocladiella,genus
11415,SH1243420.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Pholiota,genus
11421,SH1274182.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Gomphales,,,order
11425,SH0917876.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,,family
11435,SH1074762.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
11461,SH1303205.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Thaxterogaster,genus
11462,SH1270307.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Ustilaginoidea,genus
11478,SH1218133.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Camarophyllus,genus
11481,SH1001337.09FU,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Pucciniaceae,g__Puccinia,genus
11483,SH1146380.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Stictis,genus
11486,SH0907191.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
11505,SH1268686.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium,genus
11510,SH1097980.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Bulleribasidium,genus
11517,SH1271171.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
11533,SH1118491.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
11534,SH0982432.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,,family
11537,SH0908827.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
11544,SH1159375.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,,,order
11549,SH0956351.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Ramgea,genus
11553,SH1035059.09FU,k__Fungi,p__Ascomycota,,,,,phylum
11563,SH0911055.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
11577,SH1238667.09FU,k__Fungi,p__Basidiomycota,,,,,phylum
11583,SH1022442.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,genus
